vertexCount, flags, isLight, group, face type, tex/color, texFile
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
3, 3, 0, 48, 15, 48, 0
3, 8194, 0, 1, 18, 32, 20
2, 32770, 0, 112, 20, 112, 0
3, 3, 0, 48, 15, 48, 0
3, 8194, 0, 1, 18, 32, 20
2, 32770, 0, 112, 20, 112, 0
3, 3, 0, 48, 15, 48, 0
3, 8194, 0, 1, 18, 32, 20
2, 32770, 0, 112, 20, 112, 0
3, 3, 0, 48, 15, 48, 0
3, 8194, 0, 1, 18, 32, 20
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 2050, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 2050, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
3, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 2050, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 3, 0, 128, 15, 128, 0
4, 3, 0, 48, 15, 48, 0
4, 2050, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
4, 3, 0, 48, 15, 48, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
2, 32770, 0, 112, 20, 112, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
4, 3, 0, 208, 15, 208, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
2, 32770, 0, 50, 20, 50, 0
4, 8194, 0, 0, 18, 3, 2
4, 8194, 0, 0, 18, 2, 2
4, 8194, 0, 1, 18, 2, 2
4, 8194, 0, 2, 18, 2, 2
4, 8194, 0, 3, 18, 2, 2
4, 8194, 0, 0, 18, 0, 20
4, 8194, 0, 1, 18, 0, 20
4, 8194, 0, 2, 18, 0, 20
4, 8194, 0, 3, 18, 0, 20
4, 8194, 0, 4, 18, 0, 20
4, 8194, 0, 5, 18, 0, 20
4, 8194, 0, 6, 18, 0, 20
4, 8194, 0, 7, 18, 0, 20
4, 8194, 0, 8, 18, 0, 20
4, 8194, 0, 0, 18, 34, 2
4, 8194, 0, 1, 18, 34, 2
4, 8194, 0, 2, 18, 34, 2
4, 8194, 0, 3, 18, 34, 2
4, 8194, 0, 4, 18, 34, 2
4, 8194, 0, 5, 18, 34, 2
4, 8194, 0, 6, 18, 34, 2
4, 8194, 0, 7, 18, 34, 2
4, 8194, 0, 8, 18, 34, 2
4, 8194, 0, 9, 18, 34, 2
4, 8194, 0, 10, 18, 34, 2
4, 8194, 0, 11, 18, 34, 2
4, 8194, 0, 12, 18, 34, 2
4, 8194, 0, 13, 18, 34, 2
4, 8194, 0, 14, 18, 34, 2
4, 8194, 0, 15, 18, 34, 2
4, 8194, 0, 0, 18, 32, 2
4, 8194, 0, 0, 18, 10, 2
4, 8194, 0, 1, 18, 10, 2
4, 8194, 0, 2, 18, 10, 2
4, 8194, 0, 3, 18, 10, 2
4, 8194, 0, 0, 18, 10, 2
4, 8194, 0, 1, 18, 10, 2
4, 8194, 0, 2, 18, 10, 2
4, 8194, 0, 3, 18, 10, 2
4, 8194, 0, 4, 18, 10, 2
4, 8194, 0, 5, 18, 10, 2
4, 8194, 0, 6, 18, 10, 2
4, 8194, 0, 7, 18, 10, 2
4, 8194, 0, 8, 18, 10, 2
4, 8194, 0, 0, 18, 34, 2
4, 8194, 0, 1, 18, 34, 2
4, 8194, 0, 2, 18, 34, 2
4, 8194, 0, 3, 18, 34, 2
4, 8194, 0, 4, 18, 34, 2
4, 8194, 0, 5, 18, 34, 2
4, 8194, 0, 6, 18, 34, 2
4, 8194, 0, 7, 18, 34, 2
4, 8194, 0, 8, 18, 34, 2
4, 8194, 0, 9, 18, 34, 2
4, 8194, 0, 10, 18, 34, 2
4, 8194, 0, 11, 18, 34, 2
4, 8194, 0, 12, 18, 34, 2
4, 8194, 0, 13, 18, 34, 2
4, 8194, 0, 14, 18, 34, 2
4, 8194, 0, 15, 18, 34, 2
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 176, 19, 176, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 32, 19, 32, 0
3, 16386, 0, 32, 19, 32, 0
3, 3, 0, 0, 15, 0, 0
3, 3, 0, 0, 15, 0, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
3, 16386, 0, 160, 19, 160, 0
